geoid,2016 median income,2016 median income margin of error,2016 race: total households,2016 race: total households margin of error,2016 race: White,2016 race: Black,2016 race: Asian,2016 race: Other,2016 race: 2 or more races,2017 median income,2017 median income margin of error,2017 race: total households,2017 race: total households margin of error,2017 race: White,2017 race: Black,2017 race: Asian,2017 race: Other,2017 race: 2 or more races,2018 median income,2018 median income margin of error,2018 race: total households,2018 race: total households margin of error,2018 race: White,2018 race: Black,2018 race: Asian,2018 race: Other,2018 race: 2 or more races,2019 median income,2019 median income margin of error,2019 race: total households,2019 race: total households margin of error,2019 race: White,2019 race: Black,2019 race: Asian,2019 race: Other,2019 race: 2 or more races
06037501803,35839,6551,4728,339,2244,213,108,2010,137,31929,6142,4450,377,1918,105,100,2207,95,33594,5849,4396,365,1729,103,41,2399,85,39885,3472,4427,364,1376,51,45,2870,56
06037501804,41458,7538,2006,230,994,48,43,891,26,46065,6116,2124,179,922,50,43,1087,22,49129,4422,2214,210,867,50,43,1214,40,50134,6939,2175,182,710,56,73,1310,26
06037501900,71922,9818,4225,234,2437,64,73,1490,109,90987,22868,4204,313,2512,58,55,1447,69,94271,23187,4110,291,2184,69,72,1594,132,96591,24627,4153,329,2222,89,68,1489,218
06037502003,63750,8118,2806,209,1260,26,80,1396,44,61875,7263,2714,211,1405,20,40,1208,41,68631,8921,2718,227,1233,18,32,1404,27,68698,7400,2634,215,1049,16,35,1497,16
06037502004,59559,8991,3981,254,1410,113,99,2301,54,58833,10628,4165,275,1501,112,135,2356,56,62656,8427,4326,275,1416,52,149,2625,84,66563,12929,4251,326,1300,56,200,2593,102
06037502005,61309,9540,4893,460,2367,34,407,1907,146,61029,11957,5070,421,2481,88,266,2060,175,54897,13634,5052,412,2224,72,83,2497,176,62279,12894,4930,333,2185,84,90,2383,178
06037502100,50781,8783,5231,389,3161,37,54,1880,79,53292,4043,5131,338,2966,51,61,1863,140,61414,10001,5053,292,2515,38,48,2214,180,66808,10690,5036,332,2307,58,68,2350,169
06037502200,58583,11926,6450,565,3444,15,108,2383,68,59779,12374,6423,578,3545,7,73,2295,82,64554,14215,6673,533,3327,15,61,2774,126,68882,12645,6937,514,3482,10,193,2933,190
06037502301,59712,14053,6120,684,2130,30,151,3354,319,67049,9238,5877,472,2076,37,115,3206,344,70990,14164,5903,451,1858,58,61,3463,344,67238,22918,5794,602,1832,55,28,3458,280
06037502302,42944,11308,3148,271,1275,95,43,1582,121,44516,17213,3167,248,1188,96,48,1742,82,52308,13570,3234,270,817,66,55,2215,71,56750,18941,2970,312,895,120,52,1835,62
06037502401,57663,7331,4999,380,2889,49,102,1920,39,59736,9949,5254,422,3458,59,135,1561,34,66793,4959,4965,405,2884,47,201,1756,60,71159,5457,4957,395,2847,55,168,1836,36
06037502402,72000,12249,3784,293,1925,5,15,1627,145,71250,9223,3829,208,2269,6,14,1409,103,80060,8930,3727,236,2158,2,12,1449,70,80208,9159,3874,264,2371,2,23,1402,58
06037502500,39960,15280,4223,335,2797,41,48,1179,57,44722,16414,4136,321,2958,51,9,999,11,48542,16894,4031,322,2582,29,7,1280,9,63098,16395,4274,428,2367,12,17,1685,49
06037502601,70000,8053,7021,446,4137,5,88,2590,108,75750,7884,7084,368,4110,6,122,2606,141,76800,7135,6855,369,4051,49,130,2457,145,77170,7086,6939,387,4244,158,87,2342,76
06037502602,49514,11365,4415,277,2450,0,153,1775,37,46611,11081,4390,334,2540,0,108,1693,49,49391,12263,4320,396,2732,0,85,1364,139,56688,4771,4477,389,2811,122,70,1264,210
06037502700,61949,12969,6692,416,3753,185,271,2023,246,69928,15275,6898,381,3499,231,183,2595,267,73641,15829,6820,382,3214,379,207,2626,239,77065,19826,6919,355,2996,352,185,3043,250
06037502801,81385,14795,6826,420,4766,278,365,1189,157,80850,14222,6601,435,4167,229,56,1805,246,79083,12540,6523,450,3755,63,69,2310,226,85160,9949,6468,385,3501,28,167,2489,236
06037502802,33454,15335,2550,238,1133,140,533,570,155,38375,17958,2982,236,1167,237,606,788,159,34907,14884,3081,284,1188,272,884,602,102,47350,17955,3221,239,1339,244,809,704,106
06037502901,81852,14708,5664,306,2769,133,156,2389,164,80625,12439,5645,331,2650,72,110,2641,114,86602,12928,5803,417,3069,72,186,2167,280,94375,21142,5816,462,3083,62,165,2192,288
06037502902,48281,12180,4122,275,2233,6,66,1616,86,46588,9246,4212,288,1897,7,97,2028,47,52557,13962,4370,305,1414,15,134,2640,50,48750,5941,4168,290,1249,17,177,2533,71
06037503000,48221,3681,5527,533,2933,0,203,2149,200,47058,6751,5757,560,2968,0,226,2297,218,55035,10702,5654,502,2267,0,161,2971,189,59671,13111,5606,556,1928,0,130,3053,200
06037503103,73322,6245,5534,428,2775,22,110,2301,261,66612,11604,5469,455,2238,5,378,2684,137,75185,12594,5307,394,1793,10,243,3100,135,77795,13770,5204,467,1757,11,324,3072,40
06037503104,59643,8450,2681,318,1604,43,49,942,0,57232,8873,2520,221,1110,43,110,1213,0,57143,5197,2594,319,921,26,65,1332,0,62974,12755,2542,299,796,5,88,1443,8
06037503105,65590,5226,4267,347,2164,4,312,1612,172,65000,8117,4336,372,1907,4,359,1920,144,66758,8366,4274,466,1376,6,422,2285,166,73611,23079,4228,446,1473,4,176,2332,192
06037503106,51995,9397,3469,646,1807,9,199,1356,70,54914,15387,3389,544,1721,10,197,1383,78,67031,25451,3962,423,1553,8,274,2052,75,68255,18320,4091,365,1585,0,296,2155,55
06037503201,75000,15778,4346,330,2950,98,228,883,187,79583,33055,4311,350,2562,115,206,1165,263,95574,15099,4087,305,2169,218,258,1190,252,97277,14615,4144,419,1788,178,483,1572,95
06037503202,64286,9174,4775,391,2470,76,201,1790,231,65588,6637,5246,514,2720,60,341,1873,242,69919,16560,5117,553,2031,53,364,2579,90,68107,11431,5028,570,2474,31,505,1906,106
06037503301,82639,6319,3085,274,2090,58,24,855,58,84603,9690,3150,272,2139,51,29,863,68,86757,12958,3316,257,2111,24,44,1025,112,98929,18401,3374,245,2191,34,137,891,121
06037503302,65833,10784,6615,738,3574,34,336,2182,480,68967,12717,6708,671,3404,4,339,2550,388,75853,8300,6716,930,2590,0,318,3410,372,78617,7204,6784,803,2785,3,265,3346,341
06037503401,83176,14282,6836,529,4460,117,453,1427,379,80081,17529,6691,501,4301,154,446,1511,279,79100,16227,6617,566,4131,91,363,1737,195,100498,11042,6492,496,3788,93,394,1908,212
06037503402,89375,14466,4292,298,2827,22,190,1121,118,93011,13520,4232,242,2785,30,169,1135,101,98947,11718,4125,277,2576,25,185,1167,157,104069,6072,4129,296,2710,22,170,1082,131
06037503501,52996,8305,6694,504,3935,110,280,1910,371,53683,6558,6319,528,3199,66,295,2381,255,57940,5703,6329,550,2829,63,379,2692,259,61535,3652,6444,491,3072,88,473,2344,358
06037503502,70076,3259,4222,371,2540,102,159,1169,202,73979,8893,4359,350,2342,85,137,1574,206,84265,25348,4561,398,2267,89,119,1851,198,90125,24809,4655,389,2383,101,135,1782,185
06037503601,93295,18295,4297,418,2773,224,426,656,201,87143,21229,4202,292,2262,242,381,791,407,87273,14906,4142,328,2413,263,360,637,360,93750,15763,4151,306,2293,258,510,615,384
06037503602,91788,9385,4000,214,2613,53,549,605,170,111607,35644,4286,231,2403,19,525,1162,177,97287,33549,4364,202,2427,19,559,1147,212,110278,33572,4212,183,2335,19,519,1105,234
06037503701,69583,6152,5446,390,3791,19,308,1002,267,74151,8089,5277,381,3474,15,260,1152,323,69821,7873,4933,402,3126,0,220,1327,209,69981,9560,4840,356,3306,0,176,1201,104
06037503702,70063,9994,4989,406,3593,6,264,1008,72,72375,10170,5263,379,3451,27,380,1325,44,77869,7741,5458,424,3397,86,321,1553,78,79886,6324,5516,346,3542,77,361,1268,245
06037503703,77321,15066,7815,419,2884,94,3514,675,627,74957,13769,7951,437,2820,94,3683,695,637,73920,23576,7679,379,2869,21,3807,675,303,86250,21507,7622,415,2817,22,4004,471,305
06037503801,91238,2595,4134,238,2693,25,588,626,187,93902,2272,4024,326,2409,23,587,620,314,93398,14888,3847,231,1953,0,590,912,320,92772,11879,3851,254,2007,0,606,774,369
06037503802,78338,9365,5131,372,2767,119,1320,727,188,86821,8721,4879,222,2451,133,1325,870,100,89382,3958,4721,265,2209,155,1219,1009,101,102711,13953,4900,307,2090,106,1343,1087,223
06037503901,86932,11303,2983,259,1568,72,572,524,209,95114,15289,2943,204,1437,78,541,673,208,90921,21818,2976,188,1560,27,512,657,205,107361,21399,2942,206,1569,21,563,595,184
06037503902,94779,11059,4575,339,2843,86,647,801,137,103841,5949,4573,276,2872,40,663,781,147,105301,7183,5048,375,3330,51,695,740,196,106125,11287,4939,354,3231,23,644,787,229
06037504001,63750,8504,5701,478,3906,57,857,547,290,72708,11625,5962,353,3919,51,860,684,408,74896,9491,5843,338,3846,98,787,636,448,95347,18566,5860,431,3662,117,983,659,433
06037504002,91953,8515,5213,315,3242,164,617,788,402,97897,7779,5251,324,3280,247,580,729,415,100237,7829,5257,295,2999,192,700,986,380,105833,9112,5461,460,3025,205,680,1212,303
06037504101,67331,4566,5281,317,2513,144,626,1730,253,68684,6030,5091,300,2458,210,358,1673,374,70774,4293,5097,329,1802,213,710,2080,271,64623,8761,4826,308,1747,112,721,1970,256
06037504102,-,**,0,12,0,0,0,0,0,-,**,7,11,0,0,0,0,0,-,**,9,13,0,0,0,0,0,-,**,9,13,0,0,0,0,0
06037530003,83333,10890,3276,267,2002,38,594,522,115,81576,15865,3389,253,1995,74,631,580,103,93306,17777,3087,204,1832,73,605,492,85,101563,13697,3080,185,2051,63,579,303,84
06037530004,59360,14114,3960,407,2560,54,499,635,212,56544,6352,3732,356,2380,62,541,470,279,59938,8345,3703,346,2203,66,551,589,294,58203,13023,3495,359,1736,78,520,930,231
06037530005,65388,8076,4518,416,1318,58,2432,595,72,74432,13618,4365,319,1402,35,2260,618,50,84934,12126,4201,336,1330,40,2253,578,0,88750,11818,3971,272,1168,18,2120,607,58
06037530006,52109,10393,3709,330,2175,21,681,592,229,60473,7770,4091,365,2262,24,814,784,207,61736,8343,4393,362,2274,22,921,1019,149,65550,8007,4430,361,2208,21,1026,1002,147
06037530101,30151,5895,5204,401,3341,98,264,1268,152,31930,7596,5317,414,3323,256,245,1288,166,45367,10820,5371,491,2981,218,274,1843,52,42056,9168,5285,433,2666,322,285,1659,224
06037530102,39400,9960,5155,401,3916,58,355,535,219,43500,8083,5208,467,3550,53,397,988,206,47588,10829,4905,484,3126,46,458,1086,174,44400,13325,4862,602,2924,27,434,1376,83
06037530202,70089,10638,4614,414,2517,0,240,1748,55,64493,12620,4429,395,2315,7,271,1633,152,68421,11712,4338,315,2045,4,343,1760,145,72045,13529,4348,312,2162,2,338,1656,153
06037530203,42031,6567,2987,481,1963,7,216,685,94,43813,4242,2900,402,1867,25,265,602,86,44924,5929,2917,341,2074,28,222,536,29,46385,6498,2728,293,1948,20,194,498,22
06037530204,50234,13386,4452,467,3434,0,390,532,78,52910,10457,3952,390,2742,0,485,624,76,57125,15649,4035,432,2579,0,529,835,52,59940,16249,3904,376,2365,0,452,1047,18
06037530301,39784,9136,2244,242,1348,0,12,862,22,43092,10303,2152,236,1240,0,9,886,17,42639,10458,2105,179,983,0,64,1046,12,49018,11262,2211,161,1112,0,118,971,10
06037530302,46964,9438,6969,518,3968,37,221,2448,113,47721,9309,6893,540,3584,33,274,2712,109,52340,8249,6711,523,3372,35,264,2609,253,52906,12162,6849,662,3611,58,199,2697,272
06037530400,26853,14870,3806,300,1828,97,967,740,174,33355,10035,3810,320,1883,27,848,920,132,41964,5670,3590,316,1219,233,1064,986,69,41686,6368,3744,337,1517,161,848,1041,154
06037530500,38566,10775,4067,448,2083,2,78,1769,135,39652,6779,4104,510,1789,2,164,2077,72,42031,3931,3738,463,1253,2,232,2196,55,44750,8507,3719,439,1493,2,196,1958,38
06037530601,51292,7389,3429,294,1167,0,141,2085,36,49625,8811,3171,312,907,0,42,2162,29,52083,13040,2995,322,690,0,78,2132,65,51719,16846,2930,291,663,0,52,2149,33
06037530602,68036,12319,1558,251,398,4,110,1034,12,66458,14337,1529,207,374,6,126,1007,16,85208,20516,1431,141,279,22,100,993,37,84750,35083,1769,299,416,21,86,1202,44
06037530700,44632,6798,2277,190,706,0,49,1497,20,50625,7067,2249,176,831,0,34,1350,29,48438,9871,2354,159,812,0,41,1466,30,55855,10851,2157,163,736,0,39,1343,34
06037530801,43425,3564,5345,430,1729,0,109,3384,112,45392,5225,4913,403,1479,0,69,3219,136,45089,5679,4940,475,1431,0,78,3362,60,47885,7606,5407,679,2004,0,90,3236,61
06037530802,57679,11127,3460,362,1184,40,25,2185,21,58399,6192,3485,351,1148,44,26,2226,36,60750,6986,3157,296,835,43,31,2180,59,60433,12827,3165,289,1109,48,43,1891,66
06037530901,41493,9853,3823,345,1288,0,8,2460,6,50182,7707,3631,298,1079,0,4,2548,0,50687,3677,3519,368,980,13,4,2522,0,52356,12969,3684,450,945,13,4,2722,0
06037530902,30881,8927,4386,528,1149,9,219,2964,19,37687,7150,4150,528,1173,12,278,2612,45,40701,6276,3858,416,1607,10,207,1902,71,44722,10341,3840,414,1538,9,188,1953,92
06037531000,41897,6224,5340,528,1968,0,43,3257,72,43225,5952,5283,479,1919,0,0,3268,48,43586,6473,5132,584,1719,0,0,3295,70,41615,7644,5133,492,1959,0,0,3047,79
06037531101,40417,7450,4677,505,1969,39,20,2519,120,44304,7335,4904,510,2221,3,3,2588,77,43500,9994,4973,489,1799,2,1,3129,30,44699,8298,4851,591,1747,4,0,3061,30
06037531102,39423,6634,3416,319,915,0,0,2462,30,37625,9214,3438,347,996,41,0,2367,24,34196,11298,3524,323,1000,38,0,2467,9,33512,9114,3210,276,892,36,15,2250,7
06037531201,45313,8872,5448,648,2242,85,0,3051,70,42247,5065,5718,580,2379,86,0,3136,106,43281,4476,5343,674,2005,95,0,3151,82,50455,14938,5530,633,2207,14,0,3216,75
06037531202,48477,5215,4321,369,2139,51,15,2044,72,47545,4944,4540,409,2157,54,18,2205,106,47352,6222,4401,386,1708,46,14,2542,91,48344,4960,4431,449,2010,95,46,2156,124
06037531301,32420,5241,5323,625,2547,16,4,2722,34,37774,8554,5279,429,2599,13,7,2535,40,33119,3046,4972,450,2541,8,39,2288,42,40385,10328,4824,469,2395,27,41,2243,46
06037531302,39085,9159,7049,683,4057,6,0,2833,153,41511,7055,6824,644,4245,0,0,2481,98,40650,9606,6142,715,3586,0,0,2458,98,41065,8454,6215,534,3642,0,0,2472,101
06037531502,40074,5293,3207,297,1736,0,57,1343,71,41474,4655,3403,369,1834,0,62,1424,83,42973,5021,3339,316,1548,0,17,1748,26,45404,7429,3397,315,2018,0,16,1363,0
06037531503,36250,4729,2837,311,1324,19,0,1443,13,37022,4264,2765,236,1294,17,0,1432,22,41577,6630,2802,339,1151,0,0,1635,16,44736,3931,2753,311,1253,0,0,1475,16
06037531504,39157,4986,4449,366,2441,0,0,1918,59,41476,5763,4196,423,2042,0,0,2125,0,43482,7512,4280,511,2056,0,0,2192,0,48167,5478,4250,527,1802,0,0,2379,6
06037531602,31023,10225,4854,612,2867,28,0,1955,4,31771,16857,5017,535,2998,0,0,1964,0,31587,11770,4613,378,2560,15,0,1962,7,31681,18103,4432,436,2269,16,0,1968,31
06037531603,42070,4552,3250,309,1512,16,8,1648,52,42163,5015,3232,262,1292,34,25,1753,83,42781,3113,3247,248,1158,14,40,1892,98,45972,4149,3409,288,1424,12,32,1847,79
06037531604,35669,5443,3884,349,2237,0,0,1579,35,36676,8115,3781,325,1776,0,0,1909,12,40547,5715,3758,331,1712,0,0,1979,10,41652,4786,3775,373,1776,0,0,1928,14
06037531701,39167,7321,5217,486,3446,32,12,1515,212,42632,5711,5627,467,3280,37,9,2009,236,42888,5503,5421,453,2854,33,20,2192,265,42899,5048,5375,506,2586,0,22,2480,228
06037531702,37166,8299,4732,517,2815,0,41,1784,22,37862,8667,4676,408,2957,0,27,1620,0,45804,11932,4725,410,2496,0,52,2110,67,54470,11764,5163,499,3172,21,27,1818,50
06037531800,46791,5076,5162,553,3405,0,0,1602,79,44637,6128,5225,519,2855,0,0,2161,92,44911,6253,5137,450,2640,0,0,2330,66,48859,9255,4960,438,2438,0,0,2272,137
06037531901,39825,6659,6725,519,4789,51,52,1699,95,39119,5312,6394,597,4386,42,71,1820,66,42012,10166,6160,651,3717,62,68,2255,49,43944,7997,6237,612,3658,22,85,2378,63
06037531902,47604,7287,3912,497,3088,0,0,785,39,48995,7160,4317,466,3464,0,0,765,88,60000,9729,4571,520,3630,24,0,858,59,63235,6872,4763,562,3607,25,18,1042,71
06037532001,32005,11793,3270,471,2412,261,81,503,0,32160,5495,3099,450,2231,170,53,645,0,32165,9841,2822,470,1939,38,70,775,0,36458,13589,3036,462,2092,26,7,911,0
06037532002,39391,2192,3133,259,2018,0,256,752,53,40164,5572,3306,255,1992,6,194,956,63,41833,6064,3438,259,1916,6,253,1108,67,47708,5786,3360,236,1757,6,197,1258,50
06037532101,37870,5786,6508,645,4682,0,190,1350,59,38497,4614,6524,490,4106,110,187,1881,73,41547,6198,6520,524,3693,105,154,2338,83,50313,6601,6747,535,4052,81,230,2214,76
06037532102,56250,11551,3768,517,2508,49,242,812,71,60526,9131,3919,416,2315,46,286,1090,65,62917,10344,4007,382,2255,30,265,1348,55,74425,10285,3936,327,2263,5,435,1106,87
06037532200,45093,7518,6314,540,4188,174,407,1417,58,46875,5233,6553,605,4172,124,421,1784,52,50890,4738,6936,474,4669,168,333,1696,70,52585,6050,7363,463,5213,165,552,1345,88
06037532302,42390,7716,4949,297,3588,22,15,1167,130,44938,8538,4869,302,3251,26,23,1292,147,48409,6201,4819,273,3421,31,10,1142,109,49219,8878,4881,307,3614,35,7,1021,107
06037532303,50417,11563,4663,332,3744,35,100,717,52,46429,12792,4494,300,3511,32,91,792,51,52927,10374,4515,283,3301,33,53,1064,49,55810,6677,4599,352,3072,18,37,1394,61
06037532304,34688,9912,3939,426,2859,291,8,528,138,39516,7073,4160,450,2834,349,10,743,103,42724,4291,4176,513,2772,386,14,789,86,44113,3040,4013,434,2568,428,13,772,86
06037532400,-,**,88,52,14,14,15,32,13,68750,35873,58,18,21,1,3,33,0,55000,49101,52,20,18,2,4,28,0,42188,41883,45,23,17,1,0,27,0
06037532500,44920,5385,4016,391,2534,52,135,1058,61,44706,8783,4058,407,2464,135,117,1146,68,48482,12034,4367,366,2750,137,95,1220,47,55219,10181,4195,387,2796,91,97,1170,41
06037532603,35606,5523,2999,243,1633,46,0,1320,0,40703,4807,3281,222,2053,40,0,1188,0,43634,4866,3137,243,2328,53,0,756,0,44223,8163,3289,234,2459,37,0,770,23
06037532604,42188,8262,2840,219,1495,35,11,1299,0,43889,9439,2837,247,1475,45,9,1298,10,45568,8387,2861,232,1736,50,11,1025,39,49063,8653,2739,217,1782,65,7,786,36
06037532605,28815,8363,4069,510,2207,63,43,1747,9,25313,10980,3723,459,2122,68,46,1467,5,23574,3261,3122,368,1969,103,59,958,8,27404,6049,3301,444,2259,80,16,923,0
06037532606,28102,3500,4755,427,3601,47,4,1056,30,31528,5600,4623,405,3355,61,8,1171,19,33090,2997,4386,445,2943,39,8,1353,10,36167,4901,4405,331,3144,25,9,1181,12
06037532700,35571,4342,3077,284,1190,67,6,1736,66,43702,6821,3225,296,1396,110,7,1561,129,43583,6169,3408,359,1556,152,15,1586,79,46125,5300,3417,321,1506,203,11,1607,68
06037532800,34970,5500,4330,334,1676,252,18,2229,129,36835,4426,4311,401,1416,276,23,2515,64,39549,7366,4334,352,1668,313,3,2260,63,40306,4751,4590,501,2094,250,2,2244,0
06037532900,32061,2860,7068,663,2893,552,0,3277,105,34325,3689,7094,584,2531,489,0,3810,64,37866,3147,7226,632,2915,488,0,3547,47,38682,3130,7058,569,3326,421,26,3240,34
06037533001,33013,4832,4433,460,1371,69,0,2862,122,32650,4111,4179,477,969,105,0,3013,92,33656,4265,4270,445,1362,265,19,2561,63,38232,10820,4709,515,1794,247,17,2651,0
06037533002,32656,4521,2709,266,1240,0,0,1464,5,33542,4395,2677,294,1017,0,0,1654,6,36339,2761,2647,306,1058,0,0,1584,5,38065,5383,2705,294,1428,10,0,1204,15
06037533103,28654,3289,3499,316,1889,0,110,1453,38,32868,6654,3156,338,1622,0,125,1343,56,32000,5736,3325,257,1960,27,84,1201,46,35792,4787,3283,242,2282,32,0,893,69
06037533104,21324,4452,4346,402,2379,10,0,1786,170,24550,4167,4200,482,2185,50,0,1791,173,28681,4049,4520,418,2895,62,1,1325,236,38676,8870,4415,407,3218,63,3,885,245
06037533105,27417,7015,2549,347,1767,0,0,716,0,30611,5550,2622,312,1740,0,0,862,0,32054,5376,2533,352,1522,0,0,1007,0,35625,6375,2510,280,1493,0,0,1010,0
06037533106,36786,8343,1758,186,1527,6,0,162,58,37604,13889,1609,176,1387,7,0,160,50,37159,9521,1583,197,1360,6,0,179,32,41504,2313,1655,179,1351,0,0,205,43
06037533107,35962,4658,3594,234,2661,90,37,765,36,33125,7583,3574,261,2339,65,26,1104,34,38462,5079,3480,215,2160,0,33,1234,47,39228,4877,3503,271,2129,0,6,1323,38
06037533201,37899,4664,2829,246,2075,0,0,754,0,38191,7079,2903,246,1824,0,0,1079,0,39268,5389,2915,250,1746,0,0,1151,0,39878,5421,2788,229,1704,0,0,1054,12
06037533202,50521,6126,2616,253,2015,0,6,561,34,50000,6453,2626,260,1915,0,7,667,37,53838,3697,2983,284,2252,0,6,719,0,54205,3716,3124,279,2176,0,0,930,0
06037533203,37292,6711,1925,239,1315,1,43,566,0,36719,9137,2087,210,1174,1,38,874,0,44271,10026,2013,197,1083,1,6,902,21,46645,5832,1931,171,1021,1,9,879,21
06037533300,31556,4758,3348,246,2770,0,0,576,2,32271,6513,3518,258,2817,11,0,687,3,34417,8241,3380,235,2769,13,0,594,4,37841,10963,3346,269,2665,12,0,625,5
06037533401,50444,7264,5530,404,4719,7,7,754,43,51114,12376,5590,364,4589,8,7,968,18,53464,6831,5653,437,4408,0,0,1234,11,58214,8059,5098,346,3768,0,0,1322,8
06037533402,33000,9539,4004,288,3266,0,0,690,48,34444,12289,4048,344,3114,0,0,882,52,32314,7036,4067,270,3042,0,0,991,34,32845,7661,4240,303,3148,0,0,1057,35
06037533403,33036,7785,2914,235,2400,8,8,460,34,35547,10582,2882,214,2021,53,28,734,42,46810,12200,2939,244,1883,34,53,908,54,45217,8769,2848,211,1849,58,42,857,42
06037533501,37281,5500,3189,224,2293,0,6,826,59,39063,6149,3164,257,2123,0,6,958,55,42127,2984,3129,288,2010,0,5,1068,0,41549,5270,3051,295,1761,0,6,1218,16
06037533502,41932,7017,2217,260,1520,0,0,693,4,41089,7074,2114,273,1480,0,0,634,0,46653,4183,2155,266,1641,0,0,510,4,53631,5682,2143,211,1560,0,0,555,2
06037533503,34412,12474,2205,157,1699,15,0,419,35,38750,16711,2279,144,1511,138,0,560,70,47969,10382,2159,191,1469,112,0,526,52,53542,14020,2141,237,1497,131,0,452,61
