geoid,2020 median income,2020 median income margin of error,2020 race: total households,2020 race: total households margin of error,2020 race: White,2020 race: Black,2020 race: Asian,2020 race: Other,2020 race: 2 or more races
48113020600,"250,000+",***,2113,281,1805,6,181,28,93
48113020700,77612,10163,5255,820,4478,150,373,0,237
48113020800,27522,5279,7091,1105,1471,5276,0,297,40
48113020900,32102,11374,2230,346,343,1737,0,147,0
48113021000,30452,5787,5376,1195,2408,2198,0,392,378
48113021100,-,**,4636,1160,1633,2835,0,134,34
48113021200,47065,5437,4997,753,3507,397,36,578,461
48113980000,-,**,0,14,0,0,0,0,0
48113980100,-,**,0,14,0,0,0,0,0
48113980200,6935,4816,1788,504,764,71,732,23,180
48115950401,46806,3206,4079,458,3249,138,0,308,352
48115950402,24575,11253,3689,394,1726,758,15,480,643
48115950500,29205,10124,3643,357,2617,184,0,511,315
48115950600,66917,12113,1438,295,1344,9,0,43,42
48117950300,50293,11744,6116,632,4490,69,100,337,1077
48117950400,45821,5466,4082,536,3431,53,0,235,305
48117950500,50149,8928,4312,657,3346,25,25,359,553
48117950600,56250,19251,4107,408,3825,33,7,68,174
48119950100,70181,18483,3061,302,2676,66,0,11,308
48119950200,36951,4456,2216,302,1830,322,19,0,36
48121020109,170644,13631,7227,1018,4967,475,1353,25,407
48121020110,163786,17244,5828,753,3485,904,886,92,461
48121020111,185382,37946,4202,505,2951,584,303,22,342
48121020112,112939,7908,3521,463,2390,519,448,10,106
48121020115,98750,25894,6573,686,5106,555,120,403,358
48121020116,85230,13148,5030,548,4637,147,11,3,179
48121020117,70189,8515,1981,268,1847,71,29,0,14
48121020118,66159,10527,5057,475,4382,184,0,145,319
48121020119,77581,21398,5619,830,3685,1562,161,38,133
48121020120,110503,19254,7956,1439,4970,1596,259,252,879
48121020121,98311,13603,4635,630,4258,260,0,65,42
48121020122,90134,17194,4374,406,3485,519,26,187,99
48121020123,80588,37223,4339,1216,3112,844,87,147,149
48121020124,115900,71900,2337,1385,2006,217,0,0,29
48121020125,121023,17195,6872,1000,5082,1020,55,34,681
48121020126,90063,10523,4480,696,3470,528,131,8,343
48121020127,77792,16152,8317,1223,4806,1392,1378,219,503
48121020128,148613,13677,7943,1118,5042,1031,1307,64,455
48121020129,89219,51226,2616,847,2319,0,7,155,35
48121020130,103851,6427,1305,516,1059,0,97,74,75
48121020131,111727,15345,7046,652,4820,1188,55,576,407
48121020132,118560,43164,7086,1564,3666,1854,1263,49,254
48121020133,115009,27269,8564,1689,4833,1185,712,551,1209
48121020134,163633,51934,4810,1656,1881,1047,1215,27,568
48121020135,105609,12211,5126,625,3430,1226,324,66,80
48121020136,115250,19153,2268,291,1621,453,85,0,109
48121020137,73668,67260,2562,280,1683,509,0,0,370
48121020203,73682,7823,6721,394,5932,277,39,78,395
48121020204,61450,26913,5239,961,4417,451,137,185,49
48121020205,108750,29475,2188,482,2113,0,0,19,56
48121020206,80542,22605,2600,330,2513,0,0,8,65
48121020207,85729,22847,3360,727,3092,0,23,21,224
48121020208,72188,29194,2885,765,2565,170,0,39,111
48121020305,156250,19502,6501,627,6122,28,96,148,107
48121020310,88681,7620,4048,376,3898,25,59,0,19
48121020311,78794,7054,2732,433,1982,197,371,54,128
48121020312,104943,20013,4522,534,3673,72,314,183,226
48121020313,94804,6261,4565,512,4239,32,16,118,109
48121020314,96349,13467,8250,1008,6826,348,163,61,836
48121020315,103598,47342,4331,1331,3758,56,39,258,208
48121020316,196310,30225,3658,708,3567,10,0,0,81
48121020317,149639,41553,3437,490,3063,110,133,28,103
48121020318,103310,9767,5353,917,4974,91,92,0,196
48121020319,77482,13206,5821,728,4920,285,0,340,90
48121020320,109297,8866,5808,570,3895,339,120,377,862
48121020321,185913,11248,6121,551,4563,278,406,0,874
48121020322,109135,13436,7180,671,5881,75,211,280,733
48121020402,74942,14868,6292,1404,5315,300,65,171,399
48121020403,51958,11906,3395,435,3134,51,60,51,99
48121020404,56972,14404,4607,664,3370,154,206,49,514
48121020405,95000,12575,4265,744,3890,27,65,66,217
48121020504,58835,22422,3967,869,2765,510,0,330,330
48121020505,89574,15723,7189,1262,6121,205,129,355,361
48121020506,76667,14899,1686,303,1558,35,17,13,63
48121020507,50362,9447,3536,727,3116,51,30,170,146
48121020508,52390,26531,3067,693,2300,244,139,36,348
48121020601,32412,4567,5143,599,3405,1036,271,82,326
48121020603,62838,7957,3210,483,2525,163,0,163,332
48121020604,66667,12471,3571,454,2732,277,84,241,212
48121020605,60660,19234,2905,712,1715,763,86,149,192
48121020700,28298,7505,3195,631,2386,355,259,77,118
48121020800,42079,6592,6691,1426,4395,1086,108,89,939
48121020900,22976,3000,4651,533,2782,981,455,198,235
48121021000,29190,6491,6177,589,4157,429,809,139,483
48121021100,31250,10792,3391,573,2809,179,346,13,33
48121021202,58346,12698,4401,739,2377,1384,72,277,240
48121021203,35943,7644,3358,867,1653,889,76,111,609
48121021204,34082,8095,3872,811,2525,1089,26,33,184
48121021301,28614,10333,3793,671,2368,835,416,94,59
48121021304,66978,27625,6136,1093,4230,858,288,308,452
48121021305,78450,20645,4110,558,3217,252,126,46,446
48121021306,88313,25500,3130,612,2050,107,218,53,682
48121021307,115150,21079,5278,1287,4064,633,83,3,495
48121021410,152783,48680,4838,626,3955,222,388,30,243
48121021411,62079,6717,7454,896,6221,217,62,279,566
48121021412,125313,17825,5393,731,4465,382,125,284,113
48121021413,114722,45083,3195,1014,2940,32,28,21,174
48121021414,66104,22826,5088,1315,3760,28,44,459,360
48121021415,102500,32516,7780,1170,6121,305,364,319,511
48121021416,102822,15009,5505,1200,3581,415,219,441,811
48121021417,147455,27189,2638,447,2055,135,318,0,95
48121021418,130357,28121,5297,875,4623,376,29,0,269
48121021419,73953,14362,4739,698,3805,339,44,249,302
48121021420,88382,31963,3208,578,2929,194,0,0,85
48121021421,82454,20565,3195,752,2476,246,113,0,360
48121021422,84397,9813,4099,522,3422,5,247,279,146
48121021423,95475,12116,3315,452,2552,194,117,202,235
48121021502,60568,16240,5199,712,3324,684,32,568,591
48121021505,97452,15331,7438,1567,5367,571,880,115,434
48121021512,159992,56039,4968,728,4334,151,193,87,190
48121021513,124792,27964,3533,500,3366,42,42,52,31
48121021514,140404,9679,4582,542,4154,110,134,44,112
48121021516,97386,22981,7557,915,5633,872,210,441,401
48121021517,69187,3737,3526,400,1695,798,640,158,208
48121021518,109702,28152,2863,352,2103,266,143,57,279
48121021520,91815,9697,4550,715,2978,768,76,401,327
48121021521,88260,17662,4366,878,3532,325,69,287,132
48121021522,141221,7500,4409,651,1904,725,1455,45,280
48121021526,132059,17523,7486,632,5762,327,747,43,552
48121021528,170982,42457,2560,305,2115,12,244,79,101
48121021529,158419,25758,4327,628,2856,268,686,176,295
48121021530,95625,34104,3075,664,1749,205,126,541,427
48121021531,111242,2090,4471,894,3066,521,651,0,233
48121021532,76422,2655,4713,1176,2601,752,716,98,546
48121021533,100438,15661,5578,619,3355,666,885,248,364
48121021534,223817,42990,4583,742,2706,868,787,0,222
48121021535,63299,6425,3643,694,3485,89,0,0,69
48121021536,78623,20535,4766,661,2834,566,1049,76,171
48121021537,119964,19315,5434,750,3949,519,593,125,212
48121021538,161250,76478,5294,1537,3286,406,1237,0,365
48121021539,210848,48855,7644,1371,4493,300,2819,0,0
48121021540,190355,23906,5125,540,2685,258,1548,251,323
48121021611,99628,10341,4221,394,2479,500,768,160,314
48121021612,82386,12167,3708,394,2569,198,532,243,149
48121021613,60023,8271,5631,823,2544,794,991,314,907
48121021614,78101,10619,4585,766,2992,198,397,188,789
48121021615,83660,5685,4988,455,3965,142,205,274,354
48121021616,52264,8529,4934,699,2958,1182,215,151,428
48121021618,61620,15364,4943,1029,4029,335,0,289,274
48121021619,69554,25120,3497,994,1922,110,116,145,1204
48121021620,68824,14244,3051,506,1655,843,170,33,309
48121021621,134886,17938,3753,567,2648,260,743,7,95
48121021622,118777,26815,6629,823,4050,416,1741,24,352
48121021626,221818,38184,2786,231,2042,184,490,6,49
48121021630,94500,8500,5452,814,3491,743,819,45,310
48121021631,128177,8807,6108,874,3624,631,966,219,605
48121021632,105202,21439,3382,368,2449,510,295,26,102
48121021633,115000,20008,5160,901,3812,131,503,106,566
48121021634,46114,8798,4907,563,2479,1688,86,98,265
48121021635,50029,7826,5238,852,2179,2276,290,224,250
48121021637,45078,14197,4466,718,2249,1650,227,64,237
48121021638,48013,5073,4478,659,2214,885,796,244,339
48121021639,117750,47278,3173,655,2326,158,366,79,213
48121021640,64131,16059,2234,319,1581,205,346,38,64
48121021641,54046,17932,4596,1108,2413,1088,464,98,509
48121021642,51566,13756,3487,660,1780,1071,231,85,320
48121021643,126250,59947,4957,606,2475,626,1574,25,214
48121021644,219250,122084,2079,591,1402,144,416,0,117
48121021645,-,**,1246,598,1197,0,0,49,0
48121021646,81047,7724,6485,978,3510,1368,1354,146,107
48121021647,62324,14776,4018,690,3131,256,210,0,421
48121021648,101758,26840,3301,234,2926,146,85,0,106
48121021649,75214,43763,3740,647,1541,446,1600,26,122
48121021650,101250,5655,4833,539,1520,444,2626,23,169
48121021651,125938,11039,4254,418,2455,669,976,0,154
48121021652,181339,13933,3078,598,1971,133,954,0,20
48121021653,102554,45427,1653,346,822,0,758,0,43
48121021654,143509,16638,3168,644,1042,17,2094,15,0
48121021655,61734,22102,1596,352,1295,87,192,0,0
48121021715,95586,8062,4690,584,3125,574,658,69,248
48121021716,65804,8452,5038,798,3208,542,871,131,245
48121021717,61396,9560,5599,873,4446,386,246,319,177
48121021719,147448,19127,5379,535,4580,343,204,35,187
48121021720,176141,10232,3490,257,2299,140,783,55,213
48121021721,104610,19382,4502,643,3265,421,426,53,337
48121021722,95873,7264,4137,319,3328,299,80,251,155
48121021723,96750,15417,1429,190,920,133,116,127,133
48121021724,162477,11706,4238,417,3298,240,467,47,171
48121021725,118443,8892,4352,656,3491,211,426,23,166
48121021726,137500,17367,3618,432,3181,103,175,0,125
48121021727,147326,18909,4880,527,3240,310,1082,50,196
48121021728,59590,7374,3364,450,2402,421,188,291,62
48121021729,108472,20309,2892,413,2480,125,179,16,74
48121021730,114234,13917,3214,290,2565,188,294,48,119
48121021731,112454,17241,3275,401,2214,530,412,48,61
48121021732,72333,12232,2159,288,931,449,490,76,213
48121021733,70575,11042,2724,447,1460,568,306,213,97
48121021734,45329,5720,3511,530,1964,920,181,271,175
48121021735,60953,4029,3775,523,1819,928,195,493,295
48121021736,54222,9900,2308,290,1020,721,303,29,212
48121021737,98504,18642,5398,1026,2984,1004,928,49,393
48121021738,74750,24305,3296,475,1595,727,587,128,259
48121021739,36375,8353,3017,400,2122,234,282,213,147
48121021740,61577,9512,5138,776,2917,705,540,184,787
48121021741,82143,14231,2328,478,1178,547,318,112,173
48121021742,70882,22931,7219,1626,4911,304,871,244,889
48121021743,55333,16302,3450,492,2234,504,351,173,188
48121021744,50875,15508,3511,475,2176,9,424,20,494
48121021745,65272,10559,5686,960,4222,319,370,378,397
48121021746,150156,21213,4306,357,3880,120,108,39,159
48121021748,133269,12611,3859,313,3508,0,174,15,98
48121021749,217396,33138,3897,560,3414,138,100,23,220
48121021750,214231,55450,5031,503,3726,120,780,39,366
48121021751,217500,19755,4724,663,3196,430,1047,0,51
48121021752,169745,25507,5143,629,3808,107,950,132,104
48121021754,179944,22781,4393,1412,3982,176,58,39,138
48121021755,169750,25840,8133,1081,7131,24,477,179,322
48121021756,150833,41487,4076,416,3152,94,687,0,143
48121021757,154255,40365,3952,973,3236,164,324,53,175
48121021758,143173,33857,4063,700,3503,92,433,0,27
48121021759,82238,14646,1282,307,1130,30,72,0,50
48121021800,146184,25919,4455,1135,3704,197,407,0,147
48121021900,205147,45024,5500,957,4079,201,1012,6,202
48123970100,43542,10684,3908,460,2305,218,0,1136,87
48123970201,45769,28578,1807,222,844,278,8,542,108
48123970202,48810,21248,3554,425,1631,729,1,961,232
48123970300,60882,20517,4365,477,3146,424,0,611,85
48123970400,61859,7907,3993,472,3083,97,2,811,0
48123970500,45703,14288,2590,367,2101,51,0,413,20
48125950300,41141,7958,2182,*****,1920,58,12,110,73
48127950201,36538,23289,5619,289,4521,4,0,938,144
48127950202,18375,15722,2626,752,904,4,153,235,1330
48127950400,25437,4973,1987,756,1757,1,11,22,196
48129950200,46654,7203,1879,176,1588,207,9,10,61
48129950300,57417,11656,1438,176,1386,0,1,43,2
48131950100,32195,11411,4783,451,4426,152,0,22,183
48131950200,57439,8913,2759,77,2499,1,0,17,242
48131950500,51060,8815,3652,461,3405,0,0,73,162
48133950100,30927,8096,3344,485,3055,121,19,32,93
48133950201,61458,46508,428,196,428,0,0,0,0
48133950202,42324,10259,4732,380,4182,170,35,299,29
48133950301,53693,12462,3586,173,3318,96,8,73,34
48133950302,62841,49066,1911,433,1889,0,0,22,0
48133950400,36250,14926,1856,294,1731,40,0,0,77
48133950500,32115,9378,2432,422,2252,0,0,60,120
48135000100,79671,13920,2992,617,2173,0,0,381,331
48135000300,44808,31226,1813,562,1677,8,0,50,66
48135000400,73750,23510,5762,1171,4184,425,0,177,976
48135000500,61277,5592,5218,794,3497,292,0,798,519
48135000600,53373,21127,5381,757,4250,180,150,538,260
48135000700,45959,13300,4841,770,2844,318,243,904,446
48135000800,54112,9954,2786,500,2140,84,0,393,149
48135001000,60784,27937,5986,1082,4537,113,59,896,353
48135001100,52191,14495,7253,1055,4907,338,0,1247,748
48135001300,66314,10000,5159,1062,4144,130,16,540,259
48135001500,42438,11428,5460,981,3992,187,22,609,537
48135001600,67271,24650,6431,1650,4448,164,0,1531,288
48135001700,68352,12246,6313,721,3976,381,240,937,711
48135001800,34944,12590,4082,1223,1964,1207,0,470,441
48135001900,42331,14436,5900,1041,3816,748,25,1029,108
48135002000,50611,7860,3759,636,2320,396,131,439,454
48135002200,60371,15711,3239,597,2409,2,0,405,392
48135002300,72727,13049,4045,878,3039,223,61,183,539
48135002400,90449,7491,5706,1005,4415,318,121,307,525
48135002501,99758,17849,9169,1121,6626,142,319,1691,391
48135002502,84662,16449,6680,1193,5923,363,0,161,199
48135002503,50036,17552,6926,1503,5320,258,17,266,980
48135002701,69242,24766,6896,1288,5938,366,0,426,166
48135002702,93145,35899,5700,1161,3376,4,0,1959,361
48135002801,52141,7419,5383,839,4185,0,56,707,435
48135002803,-,**,4130,836,3455,156,0,200,319
48135002804,50884,17367,4008,732,3103,0,70,759,76
48135002900,103403,23567,3483,634,2768,114,184,164,250
48135003001,84271,53889,784,229,784,0,0,0,0
48135003002,121250,23196,3500,727,2465,272,0,245,264
48135003003,92065,70981,4193,972,2907,149,34,713,317
48135003004,73449,15447,5412,796,4811,281,95,225,0
48135003100,39680,10986,3677,548,2547,160,0,865,105
48137950300,40643,7115,1944,212,1942,1,0,0,1
48139060103,81773,11299,4745,816,3565,381,3,265,503
48139060104,70030,15240,4304,1074,2758,425,0,103,1018
48139060105,78235,5131,3578,369,3072,26,0,170,234
48139060106,66018,10366,3053,571,2363,190,0,51,52
48139060206,58880,12597,6479,617,4040,1518,32,398,471
48139060207,77367,7995,6995,1098,4821,680,247,682,565
48139060209,121143,14948,4900,497,4161,426,123,54,113
48139060211,89157,16554,3865,788,3275,405,0,103,82
48139060212,80513,12306,7211,868,6522,164,82,193,177
48139060215,107083,25968,3802,656,2573,667,80,36,443
48139060216,89450,22888,6736,809,4178,1840,0,42,489
48139060217,94650,15513,7545,718,6581,466,198,84,202
48139060218,92500,21730,2588,466,2034,300,0,143,91
48139060219,111429,16334,4479,672,3740,298,2,249,124
48139060220,83507,12823,3769,907,3141,286,0,155,187
48139060221,124184,26290,6969,769,5988,602,6,13,351
48139060300,69397,12652,3929,458,3227,191,70,246,195
48139060400,35855,14423,4956,630,2113,2496,0,226,109
48139060500,41136,25385,2565,324,1452,390,0,165,555
48139060601,70204,9556,4976,581,4457,275,16,25,203
48139060602,57532,11983,3822,540,3069,342,6,281,89
48139060702,80323,9335,5145,540,4277,349,46,101,372
48139060704,72360,8568,5161,621,3619,691,49,342,421
48139060801,127100,13275,8839,947,7280,881,45,0,601
48139060802,102781,13434,7901,950,6979,303,136,18,444
48139060803,70167,18094,1601,387,1353,30,24,43,136
48139060900,90975,22087,7720,925,6717,389,48,56,426
48139061000,55430,9632,5093,635,3858,603,0,327,274
48139061100,78108,16598,5285,523,4640,10,32,224,327
48139061200,59917,8426,1964,298,1392,131,8,211,99
48139061300,100833,7825,3593,553,3082,36,0,270,198
48139061401,95104,27964,2532,444,1871,600,26,12,11
48139061402,77970,30233,4735,727,3924,197,0,279,333
48139061500,58510,10116,6505,681,3638,855,9,744,1229
48139061600,51048,14313,6782,773,5146,1370,0,205,61
48139061700,82795,15733,5362,765,5194,0,0,125,43
48141000106,68094,12726,5517,759,3566,742,206,387,607
48141000107,37584,6196,4657,586,3408,332,87,350,480
48141000108,36809,4190,2812,437,1793,569,38,171,205
48141000109,43510,6936,3512,432,2605,122,3,529,230
48141000110,43977,8795,3891,833,2268,603,121,647,252
48141000111,46384,11418,3116,684,1842,719,32,303,220
48141000112,46658,9089,4729,977,2481,231,86,1217,657
48141000113,62207,5411,3273,396,2465,183,41,345,134
48141000114,48750,26123,3716,876,2381,393,85,65,792
48141000204,40984,7732,5688,766,3751,446,39,743,709
48141000205,30536,7172,4449,965,3024,241,24,344,757
48141000206,44297,10899,4759,1047,2514,161,0,920,1125
48141000207,40724,19361,4613,578,2872,113,129,947,538
48141000208,46176,11753,5084,1274,2943,382,37,1161,494
48141000301,23092,5287,5534,1376,2947,33,0,1282,1214
48141000302,26616,7496,5701,864,4525,49,58,510,559
48141000401,65458,5479,5371,666,3586,397,252,446,683
48141000403,40000,10923,3598,778,2357,161,50,277,753
48141000404,18804,2854,3380,637,1944,214,142,442,633
48141000600,31295,6019,4726,724,3400,239,37,690,360
48141000800,24260,5828,5245,1224,3814,40,0,907,484
48141000901,42206,16137,4782,1627,4119,17,0,250,362
48141000902,45167,9179,4427,1005,2334,632,161,601,607
48141001001,32088,7698,3005,405,2509,0,0,237,259
48141001002,28080,6770,4123,821,2997,20,0,349,729
48141001107,84342,14449,5729,679,4341,69,246,777,268
48141001109,101298,19340,5466,805,4554,71,22,132,687
48141001110,74816,24610,5424,930,3886,63,310,922,243
48141001111,49456,3636,4832,803,3124,244,203,1132,120
48141001112,75333,20806,4384,787,3559,0,115,486,224
48141001114,35938,15395,5122,1348,2775,114,34,1181,1018
48141001115,34217,5127,4720,1403,2581,149,119,815,1030
48141001116,45792,9516,2718,797,1518,35,51,452,599
48141001117,72012,15117,5461,763,3774,64,318,1031,264
48141001118,31773,6904,2542,634,1831,42,10,233,426
48141001119,47790,8234,4836,1180,2566,12,8,1086,887
48141001202,46795,6993,5548,1193,3467,17,151,765,1148
48141001204,29012,5398,5056,681,3225,107,90,1223,399
48141001301,100938,17587,3784,518,2935,45,11,270,442
48141001302,103159,20815,6723,714,5080,0,153,422,1028
48141001400,24966,3524,2264,330,1069,147,302,513,233
48141001501,73203,24324,5434,911,3983,17,150,901,383
48141001502,73194,39851,2420,470,1763,114,46,198,227
48141001600,21429,9412,3996,723,2345,214,9,917,444
48141001700,25161,6299,1290,234,579,71,13,562,43
48141001800,16957,7867,1124,504,511,79,0,157,377
48141001900,10865,1533,1881,402,1405,77,0,274,108
